id,title,genres,overview,poster_path
179105,Scavengers,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","A team of space scavengers discovers superior alien technology that threatens the balance of the known universe. Hotly pursued by a rival crew of intergalactic mercenaries, the Revelator crew must fight through the deepest reaches of space to locate and protect the life-altering device.",/5Zb7eGl3wcYmefbJlKrUtkKwgEH.jpg
1588,Bring It On,"[{'id': 35, 'name': 'Comedy'}]","The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.",/yg0O6eGgrumDZ1bht3pqMjNaWon.jpg
13498,Man of the House,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",Texas Ranger Roland Sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin -- a group of University of Texas cheerleaders. Sharp must now go undercover as an assistant cheerleading coach and move in with the young women.,/dYdSEfhfJY3OmFkdYT1cwiOmfbh.jpg
62134,Paparazzi,"[{'id': 35, 'name': 'Comedy'}]",Franck shows up in a gossip magazine photo behind a brawling TV star at a football match.,/8hyqRH74fM5mSbdLsOoaeMdD1fw.jpg
222413,Hellyys,"[{'id': 35, 'name': 'Comedy'}]",Finnish soft erotic movie,
89269,After the Fall,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]","A serious accident that leaves a champion horseback rider paralyzed. The movie tells the story of the young rider’s indomitable spirit as she fights to walk again, and the response she gets from her family and friends as she makes her incredible journey",/pdMKfcnODeBgiVJOlpKbhJoHTgo.jpg
83567,Somersault in a Coffin,"[{'id': 18, 'name': 'Drama'}]","Mahsun Supertitiz is an unemployed homeless man who steals cars at night so that he can sleep in a heated place during the winter. Mahsun lives in Rumelihisar, an old section of Istanbul, and makes ends meet by getting the local fishermen to help him. Mahsun loves the cars he robs, cleans and polishes them, and drives them through the streets of Rumelihisar during the daytime.",/sz2RBkiE11dOsrL6PCIJfSoA4xq.jpg
117510,Preppies,"[{'id': 35, 'name': 'Comedy'}]","Three sexy young women are hired to ensure that three college students don't pass their final exams, which would preclude one of them from inheriting a family fortune.",/u9NiuUdprOUp3s0n70JzHfQ9RMZ.jpg
147276,Jay and Silent Bob Go Down Under,"[{'id': 35, 'name': 'Comedy'}]","Filmmaker and comedian Kevin Smith returns to EPIX with an all new special, taped in front of a sell out audience in Sydney, Australia Joined by his notorious cohort Jason Mewes, this off-the-cuff uncensored hour is filled with ribald and cautionary tales about everything from Australian children's television to mythical Australian drop bears",/vGykmKgTGnumZsc46qqnsGh1z8B.jpg
43743,Fabled,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","Joseph just broke up with his girlfriend and is not taking it very well. He thinks she is plotting against him with their mutual psychiatrist. His dog is missing and he suspects the people at work might be behind it. Then there is the unshakable guilt over his past. It just might all be bearable, somehow possible to live through, if it weren't for those damned 'monsters' that keep trying to kill him. Through an allegorical 'fable' that is told in parallel with Joseph's struggle, we are left to decide for ourselves in the end, who is the crow and who is the wolf., was someone out to get Joseph, was it a stroke of bad luck, or was it all in his head?",/yy6yf68pB0J1hiDCCVunByzZ5NM.jpg
19137,After the Fox,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",Criminal mastermind 'The Fox' sets up a phony film production and masquerades as it's director as part of a plan to smuggle a stolen gold shipment into Italy.,/BwoD0zv8vPcBEMg4HAM9ZGgFq9.jpg
15158,Phantasm II,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","Mike, after his release from a psychiatric hospital, teams up with his old pal Reggie to hunt down the Tall Man, who is at it again. A mysterious, beautiful girl has also become part of Mike's dreams, and they must find her before the Tall Man does.",/nXTgWw0eWGvSPDblFdDe2tkLDNI.jpg
435041,Obsession,"[{'id': 35, 'name': 'Comedy'}]",Student Shurik has just two hours before the beginning of the exam and he has no lectures notes,/vfeTDZKvptyTczMBHlNBypgbxT6.jpg
292387,Summer Nights,"[{'id': 35, 'name': 'Comedy'}]",,/klUuYbm6uwXkKIwyHyNMXjHQXlg.jpg
42252,The Missouri Breaks,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]","Tom Logan is a horse thief. Rancher David Braxton has horses, and a daughter, worth stealing. But Braxton has just hired Lee Clayton, an infamous ""regulator"", to hunt down the horse thieves; one at a time.",/vDvDxKRrLsJvDHn2ZbMWkmH0dHz.jpg
179805,Lotus Eaters,"[{'id': 18, 'name': 'Drama'}]","Story follows a group of young Londoners as they struggle to find meaning in their lives while masking their discontent with sex, drugs, and rock ‘n roll.",/ajpjy3sWfVePvwnc2J31pqvBBqV.jpg
197849,Winter Wind,"[{'id': 18, 'name': 'Drama'}]",In the mid-1930s a group of Croatian anarchists cross the dense forests at the northern border of Yugoslavia in an effort to seek refuge in Hungary.,/9lbumDFJ5GOhz6j8eXzm6TSnTjV.jpg
11019,Deep Blue,"[{'id': 99, 'name': 'Documentary'}]","Deep Blue is a major documentary feature film shot by the BBC Natural History Unit. An epic cinematic rollercoaster ride for all ages, Deep Blue uses amazing footage to tell us the story of our oceans and the life they support.",/pNpCvr5nc1bYdGukv6WcnG47qnt.jpg
14614,Churchill: The Hollywood Years,"[{'id': 35, 'name': 'Comedy'}]","A group of American executives making a film about World War II decide that since their lead is rather unglamorous, they will draft in an American G.I. to play the part of Winston Churchill. Their take on the war depicts a handsome Churchill falling in love with Princess Elizabeth, who is herself involved in the war as an undercover agent.",/h7wJIkfNeHzEdqdOBL64JtVctik.jpg
30128,I Hope They Serve Beer in Hell,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Tucker decides to take an impromptu trip to celebrate his friend's bachelor party. He drags his friend into a lie with his fiancée, gets him into trouble and then abandons him in order to pursue a hilarious carnal interest. Tucker is disinvited to the wedding, and in order to get back in, Tucker has to find a way to balance his narcissism with the demands of friendship.",/xBkUKAZRWnDkQ7VKJ8ouFcHOoIx.jpg
54940,Ground Control,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","An air-traffic controller quits after a plane crash but, years later, goes to help an airport that is in the path of a terrible storm.",/mIUtbuymd0EjOJ1zixHyMaSCoWB.jpg
46932,Seven Days to Noon,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","An English scientist runs away from a research center with an atomic bomb. In a letter sent to the British Prime Minister he threatens to blow up the center of London if the Government don't announce the end of any research in this field within a week. Special agents from Scotland Yard try to stop him, with help from the scientist's assistant future son-in-law to find and stop the mad man.",/oFC0RwKxUwq1dIwfzfzactncgjf.jpg
17915,Dance with Me,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","Young Cuban Rafael just buried his mother, and comes to Houston to meet his father John for the first time. The difficult part is that John doesn't know he is Rafael's father. John runs a dance studio, and everyone prepares for the World Open Dance championship in Las Vegas. It soon becomes clear Rafael is a very good dancer, and Ruby is the biggest hope for the studio at the championship.",/5BVHdE90wQullQl63oTjHbcSJLS.jpg
95453,One Fine Spring Day,"[{'id': 18, 'name': 'Drama'}]",A recording engineer falls for a radio announcer after they work together to capture sounds of the natural world.,/oEN19w8TEfPkPvjSlm8DYrVUyVQ.jpg
360339,Eden,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","After their plane crashes off the coast of a deserted Pacific island, the surviving members of an American soccer team find themselves in the most dire of circumstances with limited resources, dwindling food supply and no rescue coming any time soon.  Team spirit evaporates as disagreements cause the group to separate into factions - a violent one lead by an unbalanced ruler, and a compassionate one led by a selfless player.",/g2xZQZEmUP2TOylXq1UDT5SFSwo.jpg
82634,Pinprick,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]",A criminal gradually integrates himself into a broken household by methodically asserting control over a teenage girl and her lonely mother.,/vkH4kZ0soaQYkYGs9bQfQWEimpV.jpg
22584,To Have and Have Not,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",A Martinique charter boat skipper gets mixed up with the underground French resistance operatives during WWII.,/f08VziHiblKKcGxjNSIOcs4AJX0.jpg
252457,The Condemned,"[{'id': 80, 'name': 'Crime'}, {'id': 99, 'name': 'Documentary'}]","With unprecedented access, this documentary looks into the hidden world of one of Russia's most impenetrable and remote institutions - a maximum security prison exclusively for murderers. Deep inside the land of the gulags, this is the end of the line for some of Russia's most dangerous criminals - 260 men who have collectively killed nearly 800 people. The film delves deep into the mind and soul of some of these prisoners.  In brutally frank and uncensored interviews the inmates speak of their crimes, life and death, redemption and remorselessness, insanity and hope. The film tracks them though their unrelenting days over several months, lifting the veil on one of Russia's most secretive subcultures to reveal what happens when a man is locked up in a tiny cell for 23 hours every day, for life.  A startling insight into inscrutable minds and the forbidding world they have been condemned to. (Storyville)",/oMry17IaC9SO0SljBQPov4fCILb.jpg
44099,Temptation,"[{'id': 18, 'name': 'Drama'}]",A Victorian-era drama about a beautiful young woman with a shady past.,/97TZl2qrc1K1G43QK2p3mxcFvw3.jpg
152273,The Sarnos: A Life in Dirty Movies,"[{'id': 99, 'name': 'Documentary'}]","A love story about the legendary sexploitation director Joe Sarno and his loyal wife and business partner Peggy. The film relates their part in the history of sex film, their lives between New York and Sweden, and their struggle to produce one last erotic film.",/u8JeBpmn7UA1wH5eBTZYj8yr85.jpg
143800,Aftermath,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Two brothers are trying to find out the truth from years ago. The whole town is against them.,/qwm1nro2XJoW1slanAbsvbCIxOi.jpg
9893,Sleepover,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","As their first year of high school looms ahead, best friends Julie, Hannah, Yancy and Farrah have one last summer sleepover. Little do they know they're about to embark on the adventure of a lifetime. Desperate to shed their nerdy status, they take part in a night-long scavenger hunt that pits them against their popular archrivals. Everything under the sun goes on -- from taking Yancy's father's car to sneaking into nightclubs!",/zpg20Cc2MbQWySSaec19h06vEWc.jpg
82866,Fog City Mavericks,"[{'id': 99, 'name': 'Documentary'}]","Fog City Mavericks: The Filmmakers of San Francisco is a compelling exploration of the legendary filmmakers who call the San Francisco Bay Area home including George Lucas, Francis Ford Coppola, Clint Eastwood, Chris Columbus and producer Saul Zaentz. The special weaves interviews, commentaries and unforgettable moments from some of the most visionary movies ever created such as American Graffiti, the Star Wars film series, the Indiana Jones film series, The Godfather trilogy, Apocalypse Now, One Flew Over the Cuckoo's Nest, Amadeus, Toy Story, The Incredibles, Lost in Translation, Flags of Our Fathers and many others. It also features interviews with those who have worked with Bay Area mavericks: Steven Spielberg, Michael Douglas, Anthony Minghella, Milos Forman and Frank Darabont.",/nXfyYP6qcg2WNcc0eFr1mZpKRcB.jpg
46286,The Suburbans,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","An 80s one-hit wonder band named The Suburbans reform for a special performance at one of the ex-member's wedding. At the wedding, a young record company talent scout happens to be in the audience and decides to give the now 40-ish performers a comeback push. The film attempts to take a satirical look at the music business of the 90s and compare it to the simpler 80s scene.",/5JAJD3W9LqMwtIAnwKEQNLluVFA.jpg
395476,Cowboy Canteen,"[{'id': 10402, 'name': 'Music'}, {'id': 10752, 'name': 'War'}, {'id': 37, 'name': 'Western'}]","Song and comedy revue, featuring Western talents, along with a theatrical troupe taking their vacation on the Lazy B Ranch run by Steve Bradley. Steve is about to enter the army and he and Tex Coulter compete for the love of Connie Grey.",/7J3NlFOmoa8jFinMWBtJRBuvtrj.jpg
201365,Belle du Seigneur,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",English-language adaptation of Albert Cohen's epic Swiss tale of a tortured love affair between a high-ranking Jewish official and the protestant wife of one of his employees.,/fOdSSwJGf58W7YFM8n0QdQEGeLR.jpg
234942,Shades of Fern,"[{'id': 18, 'name': 'Drama'}]","Based on the only extensive prose work by the surrealist painter Josef Capek, Shades of Fern most resembles the philosophical fairy tales and fables of Josef’s older brother, the legendary Czech novelist and playwright Karel Capek. Two young poachers, more boys than men, kill a gamekeeper when they are caught illegally hunting. Panicked, they retreat into a forest that grows steadily more forbidding and deadly as their fear for the future—and guilt over their action—mounts. Loosely based on hundreds of oral folk tales and legends that haunt the woods of Czechoslovakia, Vlácil’s contemporary updating artistically underscores the relationship between man and nature, crime and punishment, isolation and society, and guilt and memory.",/7F7onFa24ikFoT4QFH2ZudvC8BR.jpg
74561,Amsterdam Heavy,"[{'id': 28, 'name': 'Action'}]","CIA Agent Martin Keele (Michael Madsen - Reservoir Dogs Kill Bill) sets the wheels spinning in this gritty urban action thriller, as mysterious gangster J.D. goes on the rampage in Amsterdam, stopping at nothing to uncover those who have betrayed him",/yK1dJhWYqf8wp5oysPhGBcw7BDY.jpg
26178,Razorback,"[{'id': 27, 'name': 'Horror'}]",In the Australian outback a vicious wild boar kills and causes havoc to a small community.,/u5dVvyZeYFCQwljsPY7DsSwjDG7.jpg
46247,No Time for Nuts,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",Scrat comes across a time machine and is transported to various times all in pursuit of his beloved acorn.,/qacKImWz7Lvyl1Ga6rpWMQiodFK.jpg
12169,The First Day of the Rest of Your Life,"[{'id': 18, 'name': 'Drama'}]",A sprawling drama centered on five key days in a family's life.,/vnqb0ZiHxUJJVaZC9dEhdMuYizf.jpg
50087,Pokémon: Zoroark: Master of Illusions,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","The thirteenth film overall for the long-running series and the fourth movie in the Diamond and Pearl story arc, it includes an upcoming creature from Pokémon Black &amp; White, named Zoroark, as the main character (as well as its pre-evolved form, Zorua). In the movie, Celebi travels to the past to prevent a battle between Raikou, Entei, and Suicune after seeing the future battle in a vision. Meanwhile, Ash, Brock and Dawn make it to Crown City to attend the annual Pokémon Baccer World Cup where they have an encounter with Zorua, who has lost his companion. The town is then attacked by the Legendary Pokémon Raikou, Entei, and Suicune... who are revealed to actually be Zoroark. It is then up to Celebi to appear from the future and help the trio stop the rampaging Pokémon.",/lfZyKCRU7Xm21HNbjLQObZHvMnY.jpg
781,Wintersleepers,"[{'id': 18, 'name': 'Drama'}]","Young blonde translator Rebecca lives with her boyfriend ski instructor Marco in a mountain villa owned by her friend, nurse Laura. Rene, local cinema projectionist, steals Marco's car and gets into a car crash with local Theo, whose daughter, after being in coma for a time, dies. Rene suffers from partial short term memory loss and starts a relationship with Laura. Meanwhile Marco is looking for the man who stole his car and Theo - for the man who killed his daughter...",/nEzRPU5RhMBczgJxqmcDXkGWuuD.jpg
23516,Frownland,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Social misfit and self-labeled ""troll from under the bridge"" Keith Sontag (Dore Mann) lives a sad and lonely existence in this disturbing black comedy -- an Independent Spirit Award nominee -- from director Ronald Bronstein. When he's not trying to sell coupons door-to-door, Keith struggles with evicting his roommate from their seedy apartment, helping a friend who's suicidal and just getting by as an outsider in the cruel city.",/d1OPo69WW7YcybBziXpM0N1HiU4.jpg
12219,12 Angry Men,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","During the trial of a man accused of his father's murder, a lone juror takes a stand against the guilty verdict handed down by the others as a result of their preconceptions and prejudices. The film is adapted by Reginald Rose from his own 1957 film version (directed by Sidney Lumet) and from the Westinghouse One television production that predated it. George C. Scott won a Golden Globe for his supporting role; righteous juror Jack Lemmon was denied such an honor for Best Actor, but recipient Ving Rhames (for Don King) dedicated his award to Lemmon.",/ffPbzJWPUnextP5EP7SqYl3YBMY.jpg
2984,A Countess from Hong Kong,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",A Russian countess stows away in the stateroom of a married U.S. diplomat bound for New York.,/20sih3KIfCERbSb15tLSfzmaAm9.jpg
36768,Uuno Turhapuro armeijan leivissä,"[{'id': 35, 'name': 'Comedy'}]","Uuno is forced to complete his mandatory military service when it is revealed that he only spent one day in the army in his youth. As is typical of the Turhapuro series his family and friends become closely tied in with these events. His friends Härski Hartikainen and Sörsselssön return to the army for a refresher course and by chance Uuno's father-in-law, Councillor Tuura is made the Finnish Defence Minister. In one of the most memorable scenes, Uuno's wife, Elisabeth, dresses as Uuno and substitutes him for a day as Uuno has an apparently urgent meeting (at a restaurant) and while becoming lost in the woods with a malfunctioning radio, Tuura accidentally declares war on Sweden.",/mNKsx6aMrIzuKaQ1XSuO9XQo3kE.jpg
11590,Slap Shot,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","Located in the US Rust Belt, Charlestown is home of the hapless Chiefs, a losing Federal League hockey team whose games are poorly attended. To make money, the team's unknown owner makes its manager, Joe McGrath, do cheesy publicity much to the players' chagrin. Rumors abound among the players that if the local mill closes, the team will fold. Just before the official announcement is made, the team's aging player/coach, Reggie Dunlop, does get wind that the mill is indeed closing and that this season will be the team's last. Beyond efforts to reconcile with his wife Francine, who loves Reggie but doesn't love his career, Reggie begins to focus on how to renew interest in the team for a possible sale as he knows if the team folds, his hockey career is over. Without telling anyone of his plan, he begins a rumor that the owner is negotiating a sale with a city in Florida.",/xjzzVkfmvaHtogVPAq127m3seB5.jpg
310131,The Witch,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]","New England in the 1630s: William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness. When their newborn son vanishes and crops fail, the family turns on one another. Beyond their worst fears, a supernatural evil lurks in the nearby wood.",/jfGsfzq5JrMAKbAOV2TmhsOs3tf.jpg
18440,Days of Darkness,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","When a comet strikes Earth and kicks up a cloud of toxic dust, hundreds of humans join the ranks of the living dead. But there's bad news for the survivors: The newly minted zombies are hell-bent on eradicating every last person from the planet. For the few human beings who remain, going head to head with the flesh-eating fiends is their only chance for long-term survival. Yet their battle will be dark and cold, with overwhelming odds.",/tWCyKXHuSrQdLAvNeeVJBnhf1Yv.jpg
28134,The Impostors,"[{'id': 35, 'name': 'Comedy'}]","In an attempt to resurrect the slapstick comedy of Laurel and Hardy or The Marx Brothers, Stanley Tucci and Oliver Platt team-up as two out-of-work actors who accidentally stow away on a ship to hide from a drunken, belligerent lead actor who has sworn to kill them for belittling his talents.",/5HWt9UOZAqVzxOrv1ZH5g3RfxKX.jpg
111170,Rubberneck,"[{'id': 53, 'name': 'Thriller'}]","Paul Harris works at a small research facility on the outskirts of Boston. After a weekend tryst with a co-worker leaves him wanting more, his unreciprocated desires gradually mold into an acute infatuation. When Danielle takes interest in a new scientist at the laboratory, Paul's suppressed resentments and perverse delusions finally become unhinged, triggering a horrific course of events that mercilessly engulf a tortured past and fugitive present.",/9C4Drbnxc7y4KljaanQU4ghWsmJ.jpg
66091,A Cruel Romance,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Cinematographic adaptation of classical Russian play ""Dowry-less"" by A. Ostrovsky. Noble but poor widow seeks to arrange marriage for her three daughters. She maintains ""open house"" or provincial form of salon hoping to attract gentlemen well-off enough to marry for love to a dowry-less.",/mwRuJDUYcig3wbVnueNVpKBlSEp.jpg
222890,Stonados,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10770, 'name': 'TV Movie'}]",A storm chaser tries to save Boston from destruction when a freak tornado bombards the city with huge boulders.,/urM0BOm6xrwqd8L6y7uYBJ0TjRY.jpg
60063,The Topp Twins: Untouchable Girls,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]","Fun, disarming and musically provocative, the Topp Twins are New Zealand's finest lesbian country and western singers and the country's greatest export since rack of lamb and the Lord of the Rings movie trilogy.",/avwTbtT0dfE2iyg3ATQWX7HPIIi.jpg
269340,The Fatal Encounter,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]","In 1777, one year since he had taken reign, King Jeong-jo bears a perilous palace life with his dedicated court servant, Gap-soo, amidst opposition and threats from those around with political ambitions. Meanwhile, Eul-soo, a member of a secret assassin group, receives orders to kill Jeong-jo. Gap-soo, who had also been in the same secret assassin ring as Eul-soo, later confesses to Jeong-jo about his dark past and his motive for coming into the palace. To Gap-soo's surprise, Jeong-jo asks Gap-soo when he had given up being an assassin, then orders him to just leave the palace. However, Gap-soo finds out that there is another assassin besides him and frantically returns to the court, only to discover Eul-soo in combat with Jeong-jo. (c)",/akobRyRa3AH6Ze1120jdORJYRPY.jpg
12086,Machuca,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]","Santiago, capital of Chile during the Marxist government of elected, highly controversial president Salvador Allende. Father McEnroe supports his leftist views by introducing a program at the prestigious ""collegio"" (Catholic prep school) St. Patrick to allow free admission of some proletarian kids. One of them is Pedro Machuca, slum-raised son of the cleaning lady in Gonzalo Infante's liberal-bourgeois home. Yet the new classmates become buddies, paradoxically protesting together as Gonzalo gets adopted by Pedro's slum family and gang. But the adults spoil that too, not in the least when general Pinochet's coup ousts Allende, and supporters such as McEnroe.",/8sNsiSVjaHixczLi4WyT3dhgI0L.jpg
6575,Walk Hard: The Dewey Cox Story,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",Singer Dewey Cox overcomes adversity to become a musical legend.,/xq9Ro4UNCxSSGV40WUIAlNd4HaK.jpg
30875,Manhattan Baby,"[{'id': 27, 'name': 'Horror'}]","An archaelogist opens an Egyptian tomb and accidently releases an evil spirit. His young daughter becomes possessed by the freed enity and, upon arrival back in New York, the gory murders begin.",/pfp74efox66tsTqqfsQSjsgvVgy.jpg
314420,Body,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",A night out turns deadly when three girls break into a seemingly empty mansion.,/dw0xE56whflv0OgfEw3lwdWxLRD.jpg
72460,Harry in Your Pocket,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","A master thief (James Coburn) and his drug-addicted partner teach two aspiring crooks (Michael Sarrazin, Trish Van Devere) how to steal wallets.",/vV0oJgw6ZOQQ0qrBsfRP2eXHBbp.jpg
